transaction_id,customer_id,age,personal_income,family_income,credit_score,loan_amount,has_loan,owns_home,transaction_amount,account_age_days,num_prev_transactions,avg_transaction_value,internet_usage_hrs,mobile_usage_hrs,is_fraud,fraud_amount,gender_Female,gender_Male,education_Bachelor,education_High School,education_Master,education_Other,education_PhD,marital_status_Divorced,marital_status_Married,marital_status_Single,marital_status_Widowed,region_East,region_North,region_South,region_West,Age Group_18–26,Age Group_26–34,Age Group_34–42,Age Group_42–50,Age Group_50–58,Age Group_58–66,Age Group_66–74,Age Group_74–82,Age Group_82–90,transaction_type_ATM,transaction_type_In-Store,transaction_type_Online,transaction_type_Transfer,device_type_ATM,device_type_Desktop,device_type_Mobile,device_type_POS
220,9832,51.2,82508.7,94663.7,736,484.75,1,0,151.38,3300,54,8426.15,3.8,9.5,0,0.0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
221,4907,84.7,36211.76,56846.58,592,17581.24,0,0,1971.46,4113,104,2292.43,2.9,7.6,1,1459.13,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
222,9548,22.0,92853.46,120085.58,679,56765.76,0,0,583.91,775,61,8665.61,1.9,7.1,0,0.0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
223,4530,60.3,41987.59,62916.42,547,3833.12,0,0,3256.16,587,87,342.9,5.8,6.6,0,0.0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
224,9795,25.8,72767.84,72767.84,696,12759.91,1,1,3405.54,3331,258,9128.75,6.4,7.0,0,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
225,2892,42.9,53427.63,96883.62,686,1917.49,0,1,7721.46,971,178,1192.44,4.2,9.1,0,0.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
226,7970,66.3,72063.75,121186.87,500,19652.99,1,1,1393.79,4053,242,6461.13,3.6,4.0,1,1072.36,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
227,4605,51.0,49117.72,88890.55,557,15993.8,0,0,1213.78,2326,203,2508.32,4.1,7.5,1,763.26,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
228,7088,33.8,56744.14,69678.86,627,10463.55,0,1,2800.59,969,31,8367.16,2.7,5.9,1,1913.14,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
229,1779,39.3,60818.38,87796.01,626,14736.84,0,1,284.21,1640,289,5127.88,5.1,4.0,1,203.81,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
230,9962,60.2,39956.25,69858.43,553,45378.11,0,1,1583.35,1755,80,1361.06,0.9,4.8,0,0.0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
231,8389,39.0,74816.49,113798.4,681,4370.44,0,0,1580.41,1014,11,5714.21,1.9,5.5,0,0.0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
232,1099,53.2,49735.73,89760.84,670,456.46,1,1,187.46,1617,254,4084.75,2.4,2.9,0,0.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
233,9888,50.7,55428.0,74415.39,634,39561.52,1,1,1082.51,4051,287,6617.86,5.1,7.2,0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
234,4356,40.2,40113.01,71342.95,590,17213.2,0,1,3838.52,1366,176,8820.21,3.4,4.7,1,2709.16,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
235,2126,82.2,15000.0,51859.21,734,44265.58,1,1,3878.02,3167,126,4099.8,6.7,5.2,1,2944.98,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
236,9345,59.5,56179.44,108016.78,782,18173.66,1,0,209.03,691,47,2905.91,5.6,8.4,1,108.03,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
237,5449,19.6,108252.31,148819.91,611,33231.59,1,1,190.21,62,206,155.01,2.4,5.3,0,0.0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
238,4021,52.8,75692.09,117527.94,601,11230.92,0,0,609.51,3444,107,5752.64,5.3,8.9,0,0.0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
239,9026,40.1,59614.79,90872.19,689,27714.68,0,1,4155.14,1186,275,4028.72,3.2,3.7,1,3003.08,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
240,7034,62.8,54742.18,105899.07,621,48846.48,0,0,276.0,3156,123,3752.75,4.9,2.3,0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
241,7092,38.1,60449.32,96595.76,639,16978.39,1,0,2545.91,90,134,1837.52,5.7,4.3,1,1860.85,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
242,8238,48.3,70942.38,88026.06,709,3988.18,0,0,213.31,3958,107,4306.25,6.2,0.5,0,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
243,7821,57.6,36383.74,87434.29,497,6261.3,0,1,1951.75,1573,50,9844.58,4.4,7.3,0,0.0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
244,5438,63.0,82286.43,122754.98,755,4429.01,0,0,880.32,301,95,2984.56,7.2,2.4,1,649.51,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
245,5378,32.0,74307.63,97661.97,656,5670.0,0,1,3110.98,4106,268,6001.05,4.9,3.5,0,0.0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
246,8743,45.0,74363.71,97171.32,617,7317.64,1,1,532.34,3418,23,7767.1,4.3,6.8,0,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
247,4066,42.9,68769.51,103218.15,643,16199.63,0,0,2038.87,2782,54,7494.09,3.4,5.3,0,0.0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
248,6477,40.2,60392.33,97340.11,647,17734.23,0,0,537.54,2739,254,3294.46,2.7,3.9,0,0.0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
249,4975,76.5,73457.22,106416.61,512,11119.94,1,0,2501.15,1184,235,6112.49,4.8,0.5,1,1837.5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
250,4856,56.1,71836.28,106505.91,770,19112.11,1,1,4137.84,4435,59,8713.93,4.2,8.3,0,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
251,9764,31.1,52919.19,108418.55,653,1701.9,1,1,271.19,3883,164,164.32,4.5,6.8,0,0.0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
252,8034,63.8,48527.96,94601.11,685,1837.66,1,0,4028.74,1775,259,4362.99,5.0,10.1,0,0.0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
253,8921,81.8,62037.13,94896.66,726,3770.72,1,0,1800.71,3462,216,2250.49,4.5,3.5,1,1385.27,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
254,5318,65.5,90980.4,135100.06,568,14599.44,0,1,271.89,367,183,3892.44,8.0,1.4,1,169.99,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
255,1745,27.2,35217.86,49730.0,688,4815.83,0,1,1115.63,39,57,4165.74,2.9,7.5,1,1054.86,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
256,2403,42.7,30649.49,66618.4,629,6661.52,1,1,350.76,4174,145,7469.24,4.9,4.5,0,0.0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
257,4109,69.0,63295.22,120434.81,718,10226.94,1,1,2410.27,760,90,947.28,3.5,6.6,0,0.0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
258,5000,39.4,61017.75,87747.07,480,33412.03,1,0,2844.82,4920,45,5130.71,0.5,9.0,0,0.0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
259,1533,56.7,63466.83,80752.32,642,279.18,0,0,223.64,1678,257,5646.31,3.6,6.0,1,113.32,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
260,1953,61.6,64879.06,85097.73,602,20960.98,0,0,1411.01,4258,21,4946.63,2.1,5.4,0,0.0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
261,7532,36.1,55535.95,69191.46,685,22105.28,0,0,3370.75,3684,21,7321.41,3.9,5.6,1,2001.57,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
262,3881,49.1,89797.27,108025.84,688,32054.79,0,0,5502.85,2160,52,3844.07,3.9,0.9,0,0.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
263,1981,18.0,27981.92,52424.3,593,53987.64,0,0,1441.11,4501,171,9450.22,4.8,7.8,1,1095.26,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
264,9889,34.6,43430.06,52346.55,593,406.87,1,0,6002.66,2426,67,4823.22,2.9,7.9,1,5042.17,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
265,7028,46.2,57934.9,88169.18,641,3339.61,0,1,1534.4,4396,113,5716.43,3.2,6.3,1,832.99,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
266,7730,31.3,27136.22,70670.38,578,43461.21,0,1,1002.38,1536,160,8257.05,5.4,1.2,1,732.2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
267,5275,74.5,56482.91,72866.57,717,12268.93,0,1,3770.42,2188,266,2759.61,2.4,4.7,0,0.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
268,1288,28.5,93229.4,146018.66,620,16629.37,1,1,1358.42,2946,232,761.27,0.5,8.6,0,0.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
269,7255,43.4,60417.73,98079.61,417,21755.06,0,0,1276.95,4201,68,7080.76,4.3,3.6,0,0.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
270,9527,52.0,64614.02,110072.73,620,22730.43,0,1,1347.91,3259,28,4835.29,6.1,8.0,1,838.97,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
271,2030,71.6,34796.7,54929.19,567,53688.74,0,0,3751.83,3633,116,8966.08,5.4,5.1,1,3220.11,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
272,1602,28.5,47672.77,90490.65,519,115848.45,0,1,3566.89,1696,51,9826.97,4.4,6.8,1,2849.82,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
273,2164,67.4,52496.07,66117.06,551,25470.56,1,0,1033.42,4454,181,3997.1,6.5,4.0,1,626.15,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
274,5975,50.2,53645.7,96999.41,659,6771.68,1,1,810.83,4166,260,4160.24,6.2,5.2,0,0.0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
275,3884,35.3,85632.88,118210.47,756,42364.05,0,0,1354.26,2999,79,4085.55,3.3,6.1,1,966.54,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
276,4547,56.9,71153.82,109452.59,675,1009.47,0,0,1700.88,2719,273,3252.3,4.5,2.3,0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
277,8065,53.0,37770.84,50136.92,601,5255.39,1,1,544.5,2356,108,7819.05,4.6,5.7,0,0.0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
278,8078,41.0,64930.1,81504.05,686,45535.56,0,0,3159.32,2840,74,7592.37,3.8,0.5,1,2597.85,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
279,8792,51.0,69964.43,108922.86,613,5919.43,0,1,1332.94,2546,175,4791.66,6.3,3.5,1,1151.9,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
280,3098,44.2,82802.98,98577.76,594,4985.93,0,1,813.07,3501,184,456.17,3.7,6.4,0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
281,9048,51.7,91610.81,128558.91,558,2972.91,1,1,225.94,42,23,3102.5,3.0,7.8,0,0.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
282,5761,59.9,39698.12,49191.05,510,39195.77,0,1,545.84,3000,274,2930.11,0.5,6.2,1,505.23,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
283,2975,73.8,43782.85,86505.46,619,13865.27,0,1,5962.92,3651,129,8112.76,2.4,1.5,0,0.0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
284,3133,31.4,34848.44,46360.59,663,22472.03,1,0,727.97,3713,291,884.88,1.4,7.6,1,690.57,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
285,8818,82.0,55319.6,93604.1,642,5464.18,0,1,369.91,3503,186,8058.7,3.9,2.2,1,349.72,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
286,8051,20.7,69327.17,108711.63,617,28379.69,0,1,1234.87,3152,59,6695.14,1.5,6.5,0,0.0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
287,6037,47.7,79746.69,99295.11,574,28542.79,1,1,733.7,3494,1,7327.09,5.2,2.2,0,0.0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
288,5432,58.8,58480.98,97211.38,699,7496.72,0,0,71.58,682,131,4327.81,6.2,3.1,0,0.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
289,3210,54.2,53603.05,87509.68,545,10575.81,1,1,780.6,650,67,6800.46,3.9,2.6,0,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
290,4133,40.7,63035.16,84952.53,712,4706.61,0,1,1571.0,3820,293,6094.2,2.0,5.3,1,1339.58,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
291,6465,46.9,43297.14,58168.82,570,75067.1,0,1,1604.64,1675,285,7692.11,4.6,4.5,0,0.0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
292,3524,42.6,101790.77,102351.39,590,20746.73,0,0,881.85,2273,89,4473.23,7.8,6.3,0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
293,3134,41.2,27846.78,63091.53,533,54527.51,0,0,1185.89,4542,100,4733.53,7.2,5.0,1,734.24,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
294,9606,62.7,63694.81,70222.77,610,7230.46,0,0,6734.63,4789,189,6439.33,1.2,1.2,1,6314.13,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
295,3708,55.4,100472.12,131902.29,728,30455.2,1,1,947.54,3521,241,1089.69,1.1,5.7,0,0.0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
296,1753,39.6,60136.0,86184.27,691,29036.61,0,1,597.42,3741,270,4368.08,0.6,0.6,0,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
297,6179,63.5,56199.22,96386.36,728,23530.76,0,0,558.02,3718,219,9719.79,1.7,2.8,0,0.0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
298,4826,54.6,52851.09,78320.41,692,67416.65,0,0,1224.11,1409,176,385.15,4.5,4.1,0,0.0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
299,2469,62.2,56392.17,81450.45,562,10002.84,1,0,2850.24,4273,233,3166.89,2.9,3.9,0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
300,1184,59.4,87456.97,128435.03,624,2801.74,0,0,461.31,2075,151,3147.96,2.3,0.9,0,0.0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
301,1476,37.6,15762.76,50788.63,588,22277.09,0,1,2470.9,3078,277,6338.31,6.1,8.4,1,1704.47,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
302,6753,41.6,90668.67,125411.01,756,26135.61,0,1,42.75,1418,229,1066.95,5.1,9.1,0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
303,4535,61.2,31520.86,68559.87,554,17116.17,0,0,1085.78,431,171,6289.15,0.6,10.6,0,0.0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
304,8844,59.2,54666.95,61633.37,721,4634.05,0,1,2991.01,2683,223,959.45,6.0,7.9,1,2464.1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
305,2460,49.7,51415.11,92766.94,721,14041.98,1,0,827.2,4354,213,958.59,5.0,4.0,0,0.0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
306,7636,51.8,71771.07,110958.1,796,7484.85,0,1,1659.02,3953,282,7284.55,5.1,4.0,0,0.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
307,8947,69.2,28037.51,42787.27,617,11153.68,0,0,458.77,297,41,3248.11,2.9,3.8,0,0.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
308,4846,41.1,69243.45,95582.25,707,20725.07,0,0,2709.56,4251,122,9774.46,3.6,10.0,0,0.0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
309,6107,58.2,100486.19,129896.58,833,27346.68,1,0,107.39,1755,227,383.16,0.5,4.7,0,0.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
310,7839,47.0,32736.52,60719.07,601,5285.16,0,1,3828.43,1142,294,4456.62,5.7,8.2,1,1946.61,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
311,1577,46.7,63794.12,98802.02,527,10394.82,0,1,441.78,2705,88,1140.23,2.0,8.0,1,301.51,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
312,6903,66.5,46760.36,98230.86,500,6271.26,0,1,4149.27,4814,267,3520.28,2.3,5.5,1,2642.49,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
313,5412,62.4,68517.74,114744.25,707,4428.69,0,0,869.36,1310,29,9982.24,2.2,1.4,0,0.0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
314,9509,62.2,60382.96,70699.67,499,30592.88,0,0,2565.19,1262,247,8889.54,7.6,4.8,1,1714.07,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
315,3656,69.6,47170.26,86501.31,620,47993.53,0,0,769.05,4406,244,492.76,2.7,5.4,0,0.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
316,2481,50.3,69757.45,119691.45,685,9248.08,0,1,4727.04,4568,61,5636.93,5.9,8.2,1,3568.76,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
317,9735,60.2,96086.96,131889.09,665,27828.46,0,0,270.81,1893,147,6481.74,4.0,5.0,0,0.0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
318,2013,45.3,56181.92,102546.63,684,45459.61,0,1,393.29,4962,174,2103.25,2.3,2.0,1,344.15,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
319,7614,54.9,74395.16,134579.22,668,37432.19,0,1,1358.61,4514,278,1459.6,2.0,7.5,0,0.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
320,8743,48.0,34134.54,79490.18,752,4037.76,0,1,170.98,646,142,9044.77,2.7,4.4,0,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
321,1365,51.5,40871.27,74610.9,574,62604.43,1,0,436.26,176,44,9688.48,3.9,0.5,0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
322,5675,58.9,69448.13,115124.45,596,9453.79,1,0,5756.48,4646,144,9919.01,5.2,5.8,1,3806.32,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
323,6343,37.7,89682.32,121855.64,588,8287.31,1,0,7500.63,4755,55,7899.72,3.1,6.3,0,0.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
324,4483,81.4,67112.27,97470.81,716,1289.31,1,1,944.04,3707,161,6638.39,3.0,2.9,1,846.34,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
325,5309,34.9,53738.84,78467.63,722,13317.4,1,1,5135.34,318,285,3463.85,2.2,4.5,1,4936.18,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
326,3334,31.8,59985.83,113437.03,686,2308.52,1,0,1574.15,1439,198,1722.27,1.6,6.6,1,1311.48,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
327,9689,67.4,34991.85,52715.42,745,5714.74,0,0,628.72,43,159,799.02,1.4,5.8,1,388.43,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
328,3257,61.9,72090.31,125075.82,556,7623.53,1,1,2424.0,286,80,6936.04,6.0,1.1,0,0.0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
329,7213,59.4,77646.66,115144.62,783,33091.46,0,1,2151.17,1751,31,7849.39,2.9,8.1,0,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
330,3980,59.4,50958.19,59968.6,772,41667.17,0,0,9042.64,1453,112,8266.27,3.1,9.3,1,5484.63,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
